date,file,name,site,url,lat,lng
2025-05-19,newmnkosen-lunch1,lunch(2025-05-19),New Mongol KOSEN,https://nmct.edu.mn/,47.91099570416981,106.93856080684013
2025-05-19,haku-yakiudon,YAKI UDON,白(HAKU),https://www.facebook.com/people/%E7%99%BD-HAKU-Japanese-Restaurant/61573440800468/,47.91264634364539,106.92964528904703
2025-05-19,khuushuur,khuushuur,Samot Cafe & Restaurant,https://qmenu.mn/restaurant/370363f1-1935-442b-8855-93305f51b0fa,47.912717424706315,106.93152066439251
2025-05-20,newmnkosen-lunch2,lunch(2025-05-20),New Mongol KOSEN,https://nmct.edu.mn/,47.91099570416981,106.93856080684013
2025-05-20,tsuivan,tsuivan,UULS Restaurant Bar,https://www.facebook.com/UULS.Restaurant.Bar/,47.90867030877296,106.93975824765491
2025-05-21,menya-akutagawa_akutagawa-ramen,AKUTAGAWA RAMEN,MENYA AKUTAGAWA,https://en.ulaanbaatar-airport.mn/product/301202,47.65117625200734,106.82204973546813
